Id,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_mean_13,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_std_13,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_mean_12,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,chroma_std_12,spec_centroid,spec_bandwidth,spec_rolloff,spec_contrast_1,spec_contrast_2,spec_contrast_3,spec_contrast_4,spec_contrast_5,spec_contrast_6,spec_contrast_7,zcr,rms,tempo
10.mp3,-307.8241271972656,154.63230895996094,13.867061614990234,18.28266716003418,10.5670166015625,24.911293029785156,-4.423306465148926,5.530128002166748,5.469245433807373,7.6587443351745605,0.7956722378730774,-1.1231967210769653,-0.9754937291145325,74.03132629394531,39.45627212524414,34.56480026245117,28.87056541442871,23.01618766784668,13.64078140258789,12.122859001159668,12.871285438537598,10.939535140991211,10.075215339660645,9.332442283630371,11.22527027130127,11.115442276000977,0.3548645079135895,0.3578643798828125,0.3917705714702606,0.3189835846424103,0.3424810767173767,0.2750299572944641,0.29361826181411743,0.29848751425743103,0.29055213928222656,0.4229891300201416,0.33662471175193787,0.29591140151023865,0.36246341466903687,0.33489713072776794,0.35620370507240295,0.29718637466430664,0.3231229782104492,0.2713947296142578,0.31385406851768494,0.306199848651886,0.26466649770736694,0.38756874203681946,0.3193495273590088,0.28549787402153015,1785.327839559324,2297.4046379240795,3698.053063417697,15.676782355166841,12.726348494806569,19.129772016623097,22.40116045512768,22.46642917651072,20.872367188514747,51.05532842346813,0.04161069418952859,0.06626815348863602,93.96306818181819
1000.mp3,-90.54071807861328,161.47569274902344,-36.785919189453125,45.241294860839844,-11.278177261352539,25.83137321472168,-7.016561985015869,12.731237411499023,-5.316733360290527,8.35030746459961,-2.695326566696167,4.972625732421875,2.1477253437042236,58.60310363769531,28.48514175415039,15.314303398132324,17.035526275634766,19.976869583129883,14.799365043640137,14.429349899291992,12.313774108886719,11.460908889770508,9.831879615783691,9.283639907836914,9.090375900268555,7.113097667694092,0.5526505708694458,0.4565635323524475,0.45998355746269226,0.4328107535839081,0.5143669247627258,0.46511825919151306,0.4102216362953186,0.518901526927948,0.4470866620540619,0.6037315130233765,0.5190572738647461,0.496642529964447,0.2872678339481354,0.2528674304485321,0.30331656336784363,0.2590779960155487,0.29850101470947266,0.27713271975517273,0.24026814103126526,0.2785532772541046,0.23134301602840424,0.33027157187461853,0.25950977206230164,0.26937955617904663,2465.477985584248,2933.766879495958,5288.420451663929,14.133794375990343,9.838248293798287,15.138855513152953,17.51389125511062,17.378214998954654,18.97597115400779,54.221749783339774,0.05479680355647862,0.2495519071817398,135.99917763157896
1001.mp3,-219.5635986328125,174.84951782226562,-28.183238983154297,22.223356246948242,-5.146075248718262,19.249814987182617,-10.667120933532715,8.683682441711426,-2.629406213760376,1.737648606300354,-4.620786666870117,2.6433844566345215,1.835310935974121,45.22042465209961,26.411209106445312,17.68315887451172,16.503862380981445,18.369056701660156,13.535177230834961,10.190360069274902,9.530674934387207,8.57421588897705,8.913186073303223,9.292497634887695,9.811834335327148,6.493876934051514,0.3502334952354431,0.5841571092605591,0.5101894736289978,0.41188475489616394,0.40019896626472473,0.3509528338909149,0.4277559518814087,0.33538150787353516,0.39004579186439514,0.4829634428024292,0.36995962262153625,0.3807612359523773,0.20616121590137482,0.3309469223022461,0.315085232257843,0.25037869811058044,0.2987571358680725,0.22926649451255798,0.3085074722766876,0.247809499502182,0.27732235193252563,0.31888389587402344,0.23646587133407593,0.28669849038124084,2082.407213203467,2574.0766009185713,3935.0706496105845,16.23581797369114,10.329950517195238,15.676295670963487,18.59720604409434,19.829302362348418,22.281253270406754,52.345783177283636,0.05271195135126419,0.06885973364114761,114.84375
1002.mp3,-363.5010986328125,129.31228637695312,31.965837478637695,37.8724250793457,25.527385711669922,22.90047264099121,10.082308769226074,9.742603302001953,9.316705703735352,3.54058837890625,3.486215591430664,4.671159744262695,0.9226135611534119,87.17512512207031,47.232330322265625,34.94606018066406,22.18581771850586,18.01329231262207,14.761787414550781,15.118889808654785,13.544792175292969,13.256220817565918,12.491159439086914,15.180929183959961,11.0239839553833,10.342641830444336,0.47869136929512024,0.49299952387809753,0.5100846886634827,0.4788134694099426,0.48220381140708923,0.5226418972015381,0.5175265073776245,0.5518173575401306,0.5068074464797974,0.4561176598072052,0.4195946753025055,0.4369165897369385,0.3506142199039459,0.3340582549571991,0.3325193524360657,0.3146243989467621,0.32222577929496765,0.3287524878978729,0.2927151322364807,0.3279961049556732,0.30238693952560425,0.2952350676059723,0.2768210768699646,0.3053393065929413,1224.9694499409932,2014.2157615986653,2135.690141043383,17.359684526302875,14.417805555687151,17.782537975468223,18.74426781831171,19.97696291144173,21.880293066429044,52.455562375349714,0.022381736370365602,0.07009875029325485,143.5546875
1003.mp3,-336.76776123046875,118.25704956054688,9.01942253112793,31.024335861206055,5.333952903747559,-6.1197333335876465,-7.142306804656982,2.2065935134887695,-5.407895088195801,-2.029071807861328,-0.9744110107421875,-0.3099980652332306,3.972461700439453,97.9613265991211,35.76950454711914,43.205589294433594,20.744436264038086,23.448339462280273,18.99726676940918,16.6595458984375,14.27357006072998,12.894539833068848,12.331398010253906,10.885852813720703,11.202869415283203,8.6770658493042,0.3327168822288513,0.3739357590675354,0.2765022814273834,0.19921422004699707,0.23715750873088837,0.2217482626438141,0.22987420856952667,0.296503484249115,0.31760159134864807,0.5010858178138733,0.4393050968647003,0.32368147373199463,0.3351553678512573,0.34587031602859497,0.28816357254981995,0.2595554292201996,0.28984832763671875,0.27647778391838074,0.2747076153755188,0.3131956458091736,0.2846479117870331,0.39590388536453247,0.333004891872406,0.3140367865562439,1977.2482812238366,2495.2712055165216,3565.0646080072092,15.226933411386653,15.21564381495371,19.25259309741533,20.38673338771278,17.80381604368872,18.60403444998625,52.20799777600591,0.03755352990634655,0.060640960931777954,90.66611842105263
1004.mp3,-208.12890625,195.663818359375,-53.50078201293945,44.71336364746094,3.6444571018218994,-0.5068142414093018,-3.8134403228759766,3.1794939041137695,-6.744256496429443,1.4103643894195557,-3.314328670501709,1.0404689311981201,-0.46485191583633423,35.56847381591797,21.539352416992188,14.643730163574219,12.077701568603516,12.028009414672852,14.491538047790527,13.700785636901855,9.901301383972168,7.0162272453308105,7.55164098739624,6.028852939605713,6.686514377593994,5.806469917297363,0.41684889793395996,0.3036402463912964,0.4129669964313507,0.47886550426483154,0.5781461596488953,0.4047025740146637,0.44936805963516235,0.4708683490753174,0.3070564568042755,0.29238367080688477,0.4202192425727844,0.5967926383018494,0.25066009163856506,0.22510148584842682,0.30770108103752136,0.2290073037147522,0.38162195682525635,0.22673748433589935,0.28703317046165466,0.27373379468917847,0.20593535900115967,0.2301332801580429,0.25531768798828125,0.3098382353782654,1789.0841763903031,2116.2913140870223,3639.40577078899,18.262980809857797,11.161634835327664,14.823899503871303,18.162737585425553,16.374944391897344,18.443224118333312,51.21634725328735,0.040812174479166664,0.0896872878074646,112.34714673913044
1005.mp3,-218.57794189453125,172.6565399169922,-37.97996520996094,47.245121002197266,-1.0361378192901611,15.72805404663086,3.797750234603882,3.486142635345459,1.3943533897399902,-3.0124573707580566,-0.5871850252151489,1.7716612815856934,0.14747343957424164,48.80680847167969,15.92564582824707,21.313861846923828,13.744364738464355,11.252466201782227,9.948694229125977,10.220907211303711,7.505921363830566,8.214469909667969,7.724255084991455,6.854557514190674,6.527383804321289,6.414238452911377,0.6862270832061768,0.5194616317749023,0.5071036219596863,0.41799765825271606,0.4726780652999878,0.4157885015010834,0.39777499437332153,0.4961548447608948,0.3895569145679474,0.36601850390434265,0.41400712728500366,0.6201303601264954,0.31730639934539795,0.2475861757993698,0.2813466191291809,0.2322738766670227,0.30073490738868713,0.30193158984184265,0.25457844138145447,0.29987815022468567,0.2326844185590744,0.2429480105638504,0.21685737371444702,0.26014819741249084,1888.7928314384446,2405.471033664424,3914.5318849167957,15.303839662170565,10.05841367140879,13.47118322481203,17.00603116262925,17.125719694064106,19.176610440329384,54.00777277692805,0.03993626644736842,0.07879798859357834,178.20581896551724
1006.mp3,-292.0876770019531,107.19493865966797,3.262627363204956,28.09027099609375,2.6956746578216553,-4.589700222015381,-6.534481525421143,-2.880265474319458,-3.3150339126586914,-14.76799201965332,-1.9016190767288208,0.3655562698841095,-10.371356964111328,67.89236450195312,24.620445251464844,28.937946319580078,18.087890625,15.621353149414062,11.691076278686523,12.85669994354248,11.74962329864502,8.941981315612793,12.223430633544922,9.904372215270996,10.591142654418945,9.522789001464844,0.2897208631038666,0.29932892322540283,0.2631612718105316,0.2962428033351898,0.32890912890434265,0.3725760579109192,0.434852659702301,0.2591668665409088,0.21111439168453217,0.2583211660385132,0.27360811829566956,0.2933793365955353,0.33363938331604004,0.33830979466438293,0.32063382863998413,0.34173282980918884,0.3434993624687195,0.3235999345779419,0.40446850657463074,0.2715925872325897,0.25914210081100464,0.3224327862262726,0.3188607096672058,0.33674558997154236,2282.480737449569,2735.003664280648,4593.108734853727,18.200590348207236,13.003239698887997,19.055240870012994,19.943866365247995,19.310495820489944,20.99722384720379,55.9136073371124,0.044986744496652936,0.060990165919065475,172.265625
1007.mp3,-285.92620849609375,114.4741439819336,-10.152203559875488,37.82236862182617,3.0892539024353027,10.771697044372559,-6.401002883911133,-0.03724401816725731,0.37984058260917664,-8.85420036315918,-2.774738311767578,1.1176438331604004,-7.91503381729126,94.04086303710938,28.658466339111328,28.531843185424805,18.344852447509766,17.954463958740234,13.197587966918945,15.539863586425781,12.840349197387695,11.37118148803711,11.930749893188477,10.162278175354004,9.736247062683105,9.027408599853516,0.3608283996582031,0.33627423644065857,0.35161399841308594,0.37212005257606506,0.41770121455192566,0.40761274099349976,0.3403756022453308,0.34120437502861023,0.3234044909477234,0.33715611696243286,0.3416823148727417,0.3790968060493469,0.36329931020736694,0.3392661511898041,0.33837178349494934,0.34742701053619385,0.3716365694999695,0.37145501375198364,0.3081338703632355,0.33910197019577026,0.3056742548942566,0.32791224122047424,0.31324583292007446,0.35681819915771484,2575.6136432773233,3012.324711277819,5331.801830727825,18.22606618049547,12.12225896256203,17.928497243282884,17.738582244362533,17.17662546807024,18.575942273790567,55.779127745057224,0.047949746757530894,0.06778326630592346,132.51201923076923
1008.mp3,-269.2441711425781,164.77880859375,-21.17310333251953,18.705795288085938,5.117778778076172,15.49720287322998,-0.13478200137615204,-10.16104507446289,2.7948577404022217,-1.2156976461410522,-9.561921119689941,-4.143698215484619,-3.9106109142303467,77.9848403930664,29.094907760620117,27.13709259033203,25.99171257019043,18.11994171142578,15.081027030944824,11.42259407043457,11.670490264892578,9.503948211669922,10.325895309448242,9.55659294128418,8.89000415802002,8.066218376159668,0.46213507652282715,0.3784116804599762,0.3938711881637573,0.3212677538394928,0.3596346974372864,0.3206879496574402,0.33005720376968384,0.46510571241378784,0.38298699259757996,0.38488292694091797,0.3958987593650818,0.5052488446235657,0.32532554864883423,0.288238525390625,0.32294291257858276,0.2650352418422699,0.28714558482170105,0.27849575877189636,0.2514634132385254,0.34077364206314087,0.30968937277793884,0.3276349902153015,0.28586867451667786,0.3091597855091095,1856.607425443087,2243.6397432273084,3631.8319523003024,16.87883604192963,11.991754472124406,15.788441306133764,18.84947949115456,19.523630289398678,21.579511929280137,52.488922608763936,0.045062677008238926,0.06423193961381912,147.65625
